pChEMBL Value,Canomicalsmiles
6.85,CNC(=O)CN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3)c(OC)c2)C1=O
8.4,COc1cc(-c2c3c4cc(OC)c(O)cc4oc(=O)c3n3ccc4cc(O)c(OC)cc4c23)ccc1O
4.44,O=[N+]([O-])c1ccc(-c2nnc(CCc3c[nH]c4ccccc34)o2)cc1
5.21,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)N1CCN(c2nc3c(c(N4CCOCC4)n2)CS(=O)(=O)CC3)CC1
4.47,CC(C)(C)c1cn(C[C@H](O)[C@H]2OC(=O)C(OCc3ccccc3)=C2OCc2ccccc2)nn1
5.21,CC(C)=CC[C@@H](OC(=O)/C=C\C(=O)c1ccc(C)cc1Cl)C1=CC(=O)c2c(O)ccc(O)c2C1=O
7.72,COc1cc([C@@H]2c3cc4c(cc3[C@@H](Nc3ccc(CCN(C)C)cc3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
6.05,CCCCOC(=O)Cc1cc(Nc2nc(Nc3ccc(C(=O)NC4CC(C)(C)N([O])C(C)(C)C4)cc3)ncc2F)n[nH]1
4.4,COc1cc(Nc2ncc(I)c(NCCCN)n2)cc(OC)c1OC
5.87,Nc1n[nH]c2cccc(-c3cccc(NC(=O)Nc4cccc(F)c4)c3)c12
5.07,O=c1cc(-n2cc(COc3ccccc3Br)nn2)c2cc(Br)ccc2o1
4.68,O=c1oc2ccccc2c(O)c1-c1cc(-c2ccc(F)cc2)nc(S)n1
5.05,Br.N=C(N)[Se]Cc1ccc([N+](=O)[O-])o1
4.53,COc1ccc(NC(=O)Nc2cccc(CNc3ncnc4ccccc34)c2)cc1
6.6,Cc1cc(=O)n(-c2ccc(F)cc2)nc1C(=O)Nc1ccc(Oc2ccnc3c2ccn3C)cc1
5.11,COc1ccc(-c2cnn(-c3ccc4c5c(cccc35)C(=O)N(CCN(C)C)C4=O)c2)cc1
4.81,O=[N+]([O-])c1ccc(COc2cccc(Nc3ncnc4cc5c(cc34)OCCOCCO5)c2)cc1
5.17,COc1ccc(-c2ncc(C(=O)NCCCCCC(=O)NO)s2)c(OC)c1
4.06,O=C(O)c1cn(C2CC2)c2cc(N3CCN(C(=O)c4cc([N+](=O)[O-])ccc4O)CC3)c(F)cc2c1=O
5.12,COc1ccc(C2CC(c3c(O)c4ccccc4oc3=O)=NN2)cc1OC
4.82,CNC(=O)Cn1nc(N)c2c(C(F)(F)F)cc(-c3ccccc3)nc21
4.59,COc1ccc(N/C(CCNC2=CC(=O)c3ccccc3C2=O)=N\S(=O)(=O)c2ccc(C)cc2)cc1
4.58,COc1ccc(NC(=O)CN2CCN(c3nnc(Cc4ccncc4)c4ccccc34)CC2)cc1OC
4.13,COc1ccc(CC(=O)Nc2ccc3[nH]c(-c4ccc(Cl)cc4)nc3c2)cc1
6.02,CCOc1cc(Br)cc2c1OCC([N+](=O)[O-])=C2
6.38,O=c1[nH]cc(F)c(=O)[nH]1
5.57,COC1=CC(=O)c2c(O)c3c(c(O)c2C1=O)C[C@](C)(O)[C@H](OC(C)=O)[C@H]3O
4.58,O=C(/C=C/c1ccc(/C=C/C(=O)c2cccc3c2C(=O)c2ccccc2C3=O)cc1)c1ccccc1
4.5,C=C1C(=O)[C@@]23[C@@H]4O[C@H]5O[C@@]2(O)[C@@H](O)[C@@H]2C(C)(C)CCC[C@]52[C@@H]3[C@@H](O)C[C@@H]14
6.15,CCc1c2c(nc3ccccc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@@]3(CC)OC(=O)Cn1cc(I)c(=O)[nH]c1=O
5.3,COC1=C(C)C(=O)C2=C(C1=O)[C@@H]1[C@@H]3CC4=C(C(=O)C(OC)=C(C)C4=O)[C@H](COC(=O)/C=C/c4cccc5ccccc45)N3C(=O)[C@H](C2)N1C
4.61,COC(=O)CCC(=O)OCCOc1no[n+]([O-])c1S(=O)(=O)c1ccccc1
4.49,O=C1[C@@H]2[C@H](C(=O)N1c1ccc(S(=O)(=O)NC3CCCC3)cc1)[C@@H]1CC[C@H]2O1
4.86,CCc1n(C(c2ccccc2)c2cc3ccccc3o2)cc[n+]1CC(=O)c1ccccc1.[Br-]
7.28,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC1=CC[C@H]([C@@H]2CC(=O)NC2=O)O[C@@H]1O
4.67,Cc1ccc2c(=O)c3cccc(CC(=O)N/N=C/c4ccccc4O)c3oc2c1C
4.39,COc1ccc(/C=C\C(=O)O)c(OCc2cn(-c3ccccc3)nn2)c1CC=C(C)C
4.44,O=C(COc1ccc(F)cc1)Nc1nc(-c2ccc(Cl)cc2)cs1
4.02,Cc1ncc([N+](=O)[O-])n1CCOC(=O)NC(Nc1nccc(Cl)n1)C(Cl)(Cl)Cl
4.88,CNC(=O)c1cc(Oc2ccc(C3=NNC(c4ccc(OC)cc4)C3)cc2)ccn1
4.51,C=C1CCCC(C)(C)C1(O)CC/C(C)=C/CC[C@]1(C)CC[C@@H]([C@@H](C)C(=O)O)OO1
4.32,COc1ccc(C2C([N+](=O)[O-])C(Cc3ccc(O)cc3)NC23C(=O)Nc2ccccc23)cc1
4.8,CCOC(=O)[C@H]1[C@H](C(=O)c2ccc(Cl)cc2)C12C(=O)Nc1ccc(Br)cc12
4.27,c1ccc(C(c2ccccc2)c2nnc(Cc3nc4ccccc4[nH]3)o2)cc1
5.79,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(C(C)C)cc2)N1c1nc(N2CCN(C)CC2)nc(N2CCN(C)CC2)n1
4.91,Cc1nc(C)c(/C=C/C(=O)/C=C/c2ccccc2)nc1C
5.66,Clc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3cc(Br)ccc3[nH]2)cc1
7.6,COc1ccc2c(/C=C(\C)C(=O)c3cc(OC)c(OC)c(OC)c3)cn(CCO)c2c1
6.52,CC(=O)Oc1c2c(cc3c1C(=O)N[C@@H]1C3=C[C@H](OC(C)=O)[C@@H](O)[C@H]1O)OCO2
4.21,COc1ccc(-n2cc(NC(=O)c3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3)cn2)cc1
4.19,CCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1
4.01,O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)c1ccc(Br)cc1)c1nsnc21
4.75,O=C(OCCCCCCCOC(=O)c1ccc(O)c(O)c1)c1ccc(O)c(O)c1
4.8,Cc1ccc2c(c1)C1(C(=O)N2)C2=C(COC2=O)Nc2[nH]nc(-c3ccccc3)c21
4.93,COc1cc(/C=C/C(=O)NO)ccc1OC[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)OC(C)(C)C
5.05,CCCC(=O)Nc1c(-c2nnc(CCC)o2)oc2nc(C(F)(F)F)ccc12
5.85,C/C=C(\C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H](C(=O)[C@H](O)[C@H]3[C@@H](C)/C(=C/C(=O)OCCNC)CC[C@@H]32)[C@@]1(C)C(=O)OC
5.46,COc1ncc(-c2ccc3c(c2)N(c2ccccc2)C(=O)CO3)cc1NS(=O)(=O)c1ccc(F)cc1
4.95,COc1ccc2c(c1)C(=O)N1CCc3c([nH]c4ccc(OC)cc34)C1S2
5.52,COc1cc2c(cc1OC)-c1nc3ccccc3c(NCCN3CCN(C)CC3)c1CC2
5.04,COC(=O)Nc1nc2cc(S(=O)(=O)c3c(C)[nH]c4ccc(F)cc34)ccc2[nH]1
5.1,Cn1cc2c3cc(Br)ccc3nc-2c2ccc(F)cc21
5.28,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4ccc5c(c4)OCO5)cc3)c12
4.87,COc1cc(Nc2ncnc3cc(-c4ccc(F)cc4)sc23)cc(OC)c1OC
5.06,Cc1cc2c(cc1C)[n+](Cc1ccccc1Br)cn2Cc1c2c(cc3c1OCC3)OCC2.[Br-]
5.38,COc1cc(C2=NC2c2ccc(SC)cc2)cc(OC)c1OC
4.72,CCOC(=O)C1=C(C)NC(=O)NC1c1cc(C)c2oc(=O)c(-c3ccc(OC)cc3)cc2c1
6.01,Cc1c(C(=O)Nc2ccc(Oc3ccnc4[nH]ccc34)cc2)nnn1-c1ccc(F)c(Cl)c1
4.53,CC(Nc1ncnc2ncc(-c3cnn(C4CCNCC4)c3)cc12)c1c(Cl)ccc(F)c1Cl
6.15,CC1CCN(CC2CCc3c(n(C)c4ccccc34)C2=O)CC1
5.54,CN(C)Cc1ccc2nc(NC(=O)N/N=C/c3cn(Cc4ccccc4)c4ccccc34)sc2c1
5.13,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc2[nH]cc(CN3CCN(C)CC3)c2c1)c1ccccc1
5.64,COc1cc(Nc2ncnc3cc(-c4ccccc4)sc23)cc(OC)c1OC
5.23,CN(C)CCCNc1cc2nc(/C=C3\C(=O)Nc4cc(N5CCN(C)CC5)c(F)cc43)[nH]c(=O)c2cc1F
5.1,CCN(CC)CCCNc1nc2ccccc2nc1-c1nc2ccc(C)cc2o1
5.08,[O-][S+](CCCCN=C=S)Cc1ccccn1
4.47,O=C1C=C2CC3(O)COc4cc(O)ccc4C3=C2C=C1O
6.1,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)Oc1ccc(Cl)cc1
6.18,O=C(O)C1CCC(CN(Cc2ccc(O)c3ncccc23)Cc2ccc(O)c3ncccc23)CC1
5.85,Cn1c(=O)c2c(ncn2CC(=O)OCc2cn(CCC(=O)NC3CCCCC3)nn2)n(C)c1=O
5.59,CC(=O)c1ccc(N2CCN(C(=S)SCc3ccc4nc(N)nc(N)c4c3)CC2)cc1
5.01,CC(C)=CCc1c(O)cc2c(c1O)C(=O)C1=C[C@H]3C(=O)C4(CC=C(C)C)OC[C@H]([C@H]3CN(CCO)CCO)[C@]14O2
4.82,Cc1ccccc1C(=O)NNC(=O)c1ccc(NS(=O)(=O)c2cnc(O)nc2O)cc1
5.89,CCN(CC)c1ccc(/C=C2\Oc3ccc(OC(C)=O)cc3C2=O)cc1
6.04,Cc1[nH]c2ccccc2c1C1(c2c(C)[nH]c3ccccc23)C(=O)Nc2ccccc21
8.52,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1
4.53,CCN(CCO)CCCOc1ccc2c(Nc3ccc(NC(=O)NCc4ccccc4)cc3)ncnc2c1
5.59,CCN(CC)CCCNC(=O)CCC(=O)OCCCCCCSc1ccc([N+](=O)[O-])c2nonc12
4.58,CCn1c2ccccc2c2cc(/C=C/C(=O)c3cccc(Cl)c3)ccc21
4.94,COc1cc2c3c(c4cc(OC)c(OC)cc4c2cc1OC)C(c1ccc(O)c(O)c1)CC(=O)N3
5.35,COc1cc(/C=C2\C(=O)c3ccccc3OC2c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC
5.37,COc1cc(/C=C/C(=O)c2c(-c3ccc(Cl)cc3)nc3sc(C)nn23)cc(OC)c1OC
4.98,COc1cccc(/C=C/c2ccc(-n3[se]c4ccccc4c3=O)cc2)c1
4.96,CC/C=C/C(=O)Nc1cc2c(N3CCc4ccccc43)ncnc2cc1O[C@@H]1CCOC1
4.41,Cc1ccc(C=NNC(=O)Cn2c(CSc3ccccc3)nc3ccccc32)cc1
5.02,O=C(NNc1ccccc1F)c1ccccc1NS(=O)(=O)c1cnc(O)nc1O
4.83,COc1cc(C(=O)c2nc3ccccc3n(CC(C)C)c2=O)cc(OC)c1OC
5.27,C=CC(=O)Nc1cccc(Nc2nc(N/N=C(\C)c3ccc(C)cc3)ncc2Cl)c1
5.1,CN(c1ccc2[nH]c(-c3n[nH]c4ccccc34)cc2n1)S(=O)(=O)c1ccc(OC(F)(F)F)cc1
5.03,COc1c(O)cc2c(c1CC=C(C)C)C=C(C)OC2
7.57,COc1c(C)cc2c(c1O)[C@@H]1[C@@H]3Cc4cc(C)c(OC)c(O)c4[C@H](CNC(=O)OC(C)(C)C)N3[C@@H](C#N)[C@H](C2)N1C
4.11,Cc1ccc2c(=O)c3cccc(CC(=O)Nc4ccccc4)c3oc2c1C
4.74,COc1ccc2c(c1)c(CC(=O)NCCC[Se]C(F)(F)F)c(C)n2C(=O)c1ccc(Cl)cc1
4.99,C/C(=N\NC(=O)c1cccc(Br)c1)c1cc(O)cc(O)c1
7.57,COc1cc(OC)cc(N2CCN(C(=O)c3oc(C)nc3-c3ccccc3F)CC2)c1
4.78,O=C1Nc2ccc(Nc3ccc(Cl)cc3)cc2C1CC1CCCCC1
4.32,O=C(c1ccccc1)c1sc(N2CCCCC2)nc1Br
5.67,NS(=O)(=O)c1ccc(N2N=C(c3ccccc3Cl)CC2c2ccc3ccccc3c2)cc1
4.11,CC(C)=CCC/C(C)=C/COc1ccc(C2CC2C(=O)NNC(=O)c2ccncc2)cc1
5.8,CCN(CC)C(=O)C1=Cc2cc(Br)ccc2S1(=O)=O
4.0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
6.07,COc1ccc(-c2nn(-c3ccccc3)cc2C(=O)c2cn(Cc3ccc(OC)c(OC)c3)nn2)cc1
4.4,CCCCCCCOC(c1ccc([N+](=O)[O-])cc1)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
4.08,Cc1ccc2c(c1)nc1n2CCOc2ccccc2-1
4.16,COc1cc(C(=O)OCCOC(=O)c2ccc(O)c(OC)c2)ccc1O
4.31,Cc1cccc(Nc2ncc(Br)c(Oc3ccc(OCc4ccccc4)cc3)n2)c1
4.76,O=C(N/N=C/c1ccccc1)Nc1ccc(Oc2ccnc3[nH]ccc23)cc1
4.71,Cc1nn2c(-c3nc4cc(O)ccc4[nH]3)c(-c3ccccc3)nc2s1
6.39,CN(C)CCN1C(=O)c2cccc3c(N4CCN(C(=O)c5ccccc5)CC4)c([N+](=O)[O-])cc(c23)C1=O
5.03,COc1ccccc1-c1ccc2nnc(-c3cc(OC)c(OC)c(OC)c3)n2c1
5.82,COc1ccc(/C=C/c2ccc(-n3[se]c4ccccc4c3=O)cc2)cc1OC
5.04,S=C(N/N=C1\CC2(CCCCC2)Oc2c1ccc1ccccc21)NC1CCCCC1
4.65,CCCCOC1OC(=O)C(Cl)=C1Cl
4.32,COc1cc(C(=O)OCc2ccccc2COC(=O)c2ccc(O)c(OC)c2)ccc1O
4.0,CON1c2ccccc2[C@@]2(CN=C(SC)S2)[C@@H]1Nc1ccc(Br)cc1
5.5,Cc1cccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccc4ccccc34)C2)c1
4.67,CCOC(=O)c1c(C)oc2nc(Nc3ccccc3)nc(NC(C)C)c12
5.24,C=CC(=O)N(c1ccc(Cl)c(Cl)c1)c1ncnc2cc(OC)c(OCCCN3CCOCC3)cc12
4.93,Cc1ccc(-c2nn(-c3ccccc3)cc2/C=C\C(=O)Nc2ccc(Br)cc2)cc1
6.17,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OC(=O)[C@H](N)Cc1cn(C)c2ccccc12
6.09,C=CCCOc1nc2ccccc2nc1C(=O)c1cc(OC)c(OC)c(OC)c1
5.34,CCCC[n+]1cn(C(c2ccccc2)c2ccc3oc4ccccc4c3c2)c2ccccc21.[I-]
4.39,CCNc1nccc2ncc(-c3cnn(C)c3)cc12
5.4,CP(=O)(Oc1ccccc1)N1C/C(=C\c2cccs2)C(=O)/C(=C/c2cccs2)C1
4.68,CC1(C)OC2=C(C(=O)CCC2)[C@H]2C3=Cc4ccccc4O[C@@]3(C)CC[C@H]21
4.39,C[C@@H](O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1OCc1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
4.51,CC(C)CNc1ccc2cc(C#N)c3sccc3c2c1
4.59,CCCNC(=O)Cn1nc(C(F)(F)F)c2c(-c3ccccc3)c3ccccc3nc21
4.95,CN1CCN(c2nc3c(c4ccccc24)Cc2ccccc2-3)CC1
4.65,O=C(c1ccccc1)N1CCN(c2c([N+](=O)[O-])cc3c4c(cccc24)C(=O)N(CCc2ccc(O)c(O)c2)C3=O)CC1
4.62,Cc1sc(C#Cc2ccccc2)c(C(=O)c2ccccc2)c1C
4.4,Cc1ccc(C(=O)c2c(C#Cc3ccccc3)sc(C)c2C)cc1
7.7,O=c1cc(-c2ccccc2)[nH]c2ccc3c(ccn3CC3CC3)c12
5.28,COc1ccc(S(=O)(=O)n2ccc3cccc(-c4ccco4)c32)cc1
5.65,COc1cc(C2=NNC(c3cccc(O)c3)C2)ccc1OCc1nnn[nH]1
4.49,Cc1ccc2oc(-c3ccc(C(F)(F)F)cc3)c(Cc3ccc(C(F)(F)F)cc3)c(=O)c2c1
4.44,COc1ccc(C(=O)NNC(=S)Nc2csc(-c3ccc(C)cc3)c2)cc1OC
4.93,O=C(CCCCCCc1nc(-c2cccs2)no1)C(F)(F)F
4.58,CCCCCCCCCCCCC(=O)CCCCC(=O)O
4.09,CCCSc1nc(OC)c2[nH]c(=O)c(=O)n(Cc3ccccc3)c2n1
5.37,C/C=C\C(=O)Nc1cc(Nc2nc3c(c(-c4cn(C)c5ccccc45)n2)CS(=O)(=O)CC3)c(OC)cc1N(C)CCN(C)C
4.57,COc1ccc2[nH]c3c(c2c1)CCN1C(=O)c2ccsc2N(C)C31
6.78,COCCOc1ncc2c(n1)CCN(C(=O)c1cc(C(C)C)c(O)cc1O)C2
4.68,O=C1C[C@H]2O[C@H](C(O)O)[C@H](O)[C@H]2O1
6.82,COc1ccc(C(=O)Nc2nnc(/C=C/c3cc(OC)c(OC)c(OC)c3Br)s2)cc1
4.83,O=C1N(Cc2ccc3c(c2)OCC3)c2ccc(Br)cc2C12c1c(-c3ccccc3)n[nH]c1Nc1[nH]c(=O)[nH]c(=O)c12
4.89,C=CS(=O)(=O)N1CC[C@H](Cn2cc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
4.82,C=C(c1ccc(OC)cc1)c1cc(OC)c(OC)c(OC)c1-c1ccc2ccccc2c1
4.73,COc1ccc2nc(-c3c(-c4ccc(F)cc4)nc4ncccn34)[nH]c2c1
4.84,O=C1N(Cc2ccc(Br)cc2)c2ccccc2C12Cn1nncc1CO2
4.68,O=C(Nc1ccc(F)cc1)Nc1cccc(CNc2ncnc3ccccc23)c1
4.42,COc1cccc(C2C(C#N)=C(N)n3c(=O)c4ccccc4c(=O)n32)c1
5.59,O=C(C[n+]1cn(Cc2cc3ccccc3o2)c2ccccc21)c1ccc(Br)cc1.[Br-]
4.34,O=C(CCCCCNC(=O)Cn1cnc2c(N3CCOCC3)nc(Nc3ccccc3)nc21)NO
5.64,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc2[nH]cc(CN(C)C)c2c1)c1ccccc1
5.28,COc1ccc(-c2cn3cc(C4=CCN(C(=O)c5cccs5)CC4)ccc3n2)cc1OC
7.3,O=C(CCCO[N+](=O)[O-])Oc1ccccc1C(=O)Oc1ccc(-c2cc(=S)ss2)cc1
6.35,Cl.N=C(N)c1ccc2[nH]c(-c3ccc(OCc4cn(-c5ccc(I)cc5)nn4)cc3)nc2c1
6.85,O=C1c2cccnc2C(=O)c2c1c(C(=O)OCCCN1CCCC1)c1ccccn21
4.75,COc1ccc(/C=C/C(=O)c2c(OC)cc(O)c(CC=C(C)C)c2O)c(OC)c1OC
5.42,O=C(Nc1ccc(Oc2ccc(-c3nccs3)cc2)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1
5.36,Cc1ccc(-c2nc3sc(C)nn3c2-c2nc3cc(Cl)ccc3[nH]2)cc1
7.72,COc1ccc(-c2nc(CNC(=O)/C=C/c3cccc(O)c3)cc3c2[nH]c2ccccc23)cc1
4.52,Cc1ccc(C#Cc2sc3c(c2C(=O)c2ccc([N+](=O)[O-])cc2)CCCC3)cc1
4.85,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cc(-c2ccc(F)cc2)ncn1
4.45,C=C1OC(=O)C=C1Cc1ccc(NC(=O)/C=C/c2cccc(F)c2)cc1
6.54,COc1cc(C2C3=C(COC3=O)Nc3cc4c(c(OC)c32)OCO4)cc(OC)c1OC
6.33,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2C
4.44,CC1=C(CO)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H](O)[C@]5(O)[C@@H](O)C=CC(=O)[C@]5(C)[C@H]4CC[C@]23C)C1
5.47,O=C(CCl)NNC(=O)c1oc2nc(C(F)(F)F)ccc2c1NC(=O)CCl
5.0,CCC1(O)CC(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccc(O)cc1c2C
5.85,COc1cc([C@@H]2c3cc4c(cc3[C@@H](C3CC(c5ccncc5F)=CN3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
4.48,COc1cc(-c2cc(/C=C3\C(=O)Nc4cc(Cl)ccc43)[nH]n2)cc(OC)c1OC
5.55,COc1cc(Cn2cc(CNC(=O)c3cn4c(n3)sc3cc(C)ccc34)nn2)cc(OC)c1OC
4.68,[N-]=[N+]=NC[C@H]1O[C@@H]2CC(=O)O[C@@H]2[C@H]1O
5.92,Cc1ccc(-c2csc(N3N=C(c4ccccc4)CC3c3c(F)cccc3F)n2)cc1
4.77,CCCCC(CC)C(=O)NCCCCNC(=O)CCC(=O)c1ccc(-c2ccccc2)cc1
6.35,CCN(CC)CCNC(=O)Nc1nc2ccc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2s1
5.72,Cc1nnc2c(=O)n(C3CCCC3)c3nc(Nc4ccc(N5CCN(C)CC5)cc4)ncc3n12
4.4,O=C1NC(=S)NC(=O)C1C(=O)Nc1ccccc1
6.3,O=C1C=CC(O)(c2cc3ccc(F)cc3n2S(=O)(=O)c2ccccc2)C=C1
5.6,COc1ccc2cc1Oc1ccc(cc1)CCc1cccc(O)c1-c1ccc(cc1O)CC2
6.72,COc1cc(/C=C/c2nnc(NC(=O)c3ccc(F)cc3)s2)c(Br)c(OC)c1OC
5.16,C=CCCCCOc1ccccc1-c1cnc(OCCCCC=C)n1C
5.49,CCOC(=O)/C(=C(\N)C(=O)c1ccccc1)C1C(=O)N(Cc2ccc(Br)cc2)c2ccccc21
4.37,Cc1ccc(S(=O)(=O)N2CCN(c3c([N+](=O)[O-])cc4c5c(cccc35)C(=O)N(Cc3ccccc3)C4=O)CC2)cc1
4.37,COc1cc2c(Nc3ccc(C#N)cc3)ncnc2cc1OCCCN1CCC(N(C)C)CC1
4.59,O=C1C=C[C@@]2(C[C@H](OC(=O)/C=C/c3ccc(F)cc3)[C@@H](c3ccccc3)O2)O1
4.38,CCOC(=O)COc1cc(O)c2c(=O)c(O)c(-c3ccc(OC)cc3)oc2c1CC=C(C)C
5.72,COc1cc(/C=C/C(=O)c2c(-c3ccc(F)cc3)nc3sc(C)nn23)cc(OC)c1OC
5.6,O=C(CCC(=O)N1CCCCC1)OCCCCCCSc1ccc([N+](=O)[O-])c2nonc12
4.83,COc1cc2c(Nc3ccccc3C#N)ncnc2cc1OCCCN1CCCCC1
5.05,COc1cc(-n2cnc3ccc(-c4ccc([N+](=O)[O-])cc4)cc32)cc(OC)c1OC
4.8,CSc1cccc(-c2cc(NC(=O)C(Cl)Cl)cc(-c3cccc(SC)c3)c2)c1
5.48,Cc1ccc(S(=O)(=O)c2nc3ccccc3nc2N2CCOCC2)cc1
4.02,COC(=O)C/C=C(\C)CCc1c(O)cc2c(c1O)CN(CCO)C2=O
4.43,CC/C=C/C(=O)Nc1cccc(Oc2nc(Nc3ccn(C)n3)nc3c2CSCC3)c1
4.62,COc1cc(/C=C(\C)C(=O)N2CCC=CC2=O)cc(OC)c1OC
4.17,COC(=O)[C@@H]1Cc2cc(OC)c(OC)cc2[C@H]([C@@H]2Cc3ccccc3CN2C(=O)OC(C)(C)C)N1C
4.76,CC(C)c1ccc(-c2cc(NC(=O)C(Cl)Cl)cc(-c3ccc(C(C)C)cc3)c2)cc1
4.59,CO[C@H]1C2=C(C(=O)C(=O)C(C(C)C)=C2)[C@@]23CCCC(C)(C)[C@@H]2[C@@H]1OC3=O
4.95,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1
6.41,C#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ncnc(N(C)C)c12
5.11,NS(=O)(=O)c1ccc(N2N=C(c3cccc(F)c3)CC2c2ccc3ccccc3c2)cc1
4.62,COc1cc2ncnc(NCc3cccc(NC(=O)Nc4ccccc4F)c3)c2cc1OC
5.01,N#Cc1c(-c2ccc(F)cc2F)cc(-c2c[nH]c3ccccc23)n2cc(CNC3CC3)nc12
5.38,Cc1ccc(NC(=O)Nc2ccc3ncnc(Nc4cccc(C(F)(F)F)c4)c3c2)cc1
4.17,Cc1cccc(C(=O)NCCc2c[nH]c3ccc(F)cc23)c1O
5.73,CN(C)CCn1cnnc1-c1cc(Oc2ccc(NC(=O)N/N=C/c3ccccc3)cc2F)ccn1
5.25,COC(=O)C[C@@H]1c2c(-c3ccc(O)cc3OC)cc(O)c(O)c2C[C@@H]1C(C)(C)O
4.46,C[C@H]1[C@@H](OCCNC(=O)Nc2ccc(Br)cc2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
4.39,N#CC1=C(N)n2c(=O)c3ccccc3c(=O)n2C1c1ccc(Cl)cc1
4.72,Nc1nc(NNC(=O)c2ccncc2)nc2sc3c(c12)CCCC3
5.76,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccccc3)n2)c(OC)cc1N(C)CCN(C)C
7.3,COc1ccc2[nH]c3c(c2c1)CCN1C(=O)c2cc(Cl)ccc2OC31
6.04,CN1CCN(Cc2cn3c(-c4c[nH]c5ccccc45)cc(-c4ccc(F)cc4F)c(C#N)c3n2)CC1
5.96,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12
5.56,CN1CCN(Cc2nc3ccc(Nc4ncc(Cl)c(Nc5ccccc5NS(C)(=O)=O)n4)cc3[nH]2)CC1
6.08,C/C(=N\Nc1ncc(Cl)c(Nc2cccc(NC(=O)/C=C/CN(C)C)c2)n1)c1ccccn1
6.7,CC[C@H]1CN2CCc3cc(OC)c(O)cc3[C@@H]2C[C@@H]1CCO
4.93,COc1ccc(-c2cc(C(=O)Nc3nc4ccc(F)cc4s3)nc3cc(-c4ccccc4)nn23)cc1
5.05,C=C1C(=O)C=C[C@]2(C)[C@@H]1CC[C@@]13CC(=O)O[C@@](C)(CC[C@H]12)C3
5.44,CC(C)NC(=N)NC(=N)Nc1ccc(C(F)(F)F)cc1
4.75,Cc1nc2c(oc3nc(C(F)(F)F)ccc32)c(=O)n1/N=C/c1ccc(F)cc1
5.11,COc1cc(C(=O)c2sc3ccccc3c2-c2ccc(C)cc2)cc(OC)c1OC
4.76,C=C1C(=O)O[C@@H]2[C@@H](OC(=O)/C(C)=C\C)[C@@](C)(O)C[C@H]3C[C@@H](C)[C@@](O)(C[C@@H]12)O3
5.81,CC(C)(O)[C@@H]1CC[C@](C)([C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O)[C@H]5C(C)(C)[C@@H](O)CC[C@@]56C[C@@]46CC[C@]23C)O1
6.19,COc1cc(-c2n[nH]c3ncc(-c4ccccc4)cc23)cc(OC)c1OC
